year;country;region;gini;inflation;unemployment;gdp;gdpgrowth;gdppercap;imports;exports;netexp;netexppergdp;fdi;fdipergdp;incometax;tradetax;population;education
2020;Malaysia;Asia;41,15;-1,138702154;4,54;3,37339E+11;-5,534435297;10160,82935;2,06056E+11;2,20849E+11;14792736198;4,385118793;-762778047,4;-0,226115866;45,22485394;1,373824039;33199993;10,5
2020;Maldives;Asia;30,3;-1,369774256;5,34;3746329358;-33,49279579;7282,372916;2769478536;1801558022;-967920513,7;-25,83650345;-440711709,4;-11,76382713;24,97268907;6,688543741;514438;9,906831683
2020;Mali;Africa;36,1;0,43808894;3,53;17465392779;-1,235450447;822,9061375;7232296611;5349945058;-1882351554;-10,77760791;-535696816,1;-3,067190202;35,39566775;10,7082699;21224040;1,71
2020;Marshall Islands;Oceania;35,5;8,340346517;8,105730769;241722400;-1,841596424;5567,972727;154860547,5;177734685,1;22874137,63;9,462978039;-3045061,113;-1,259734767;9,673200325;5,410265842;43413;9,906831683
2020;Mauritania;Africa;36,99777778;2,385694885;11,137;8405498736;-0,938516151;1868,468248;3864881802;2946987076;-917894725,1;-10,92016969;-927916265,8;-11,0393957;24,97268907;6,688543741;4498604;9,906831683
2020;Mexico;Latin America and the Caribbean;46,6;3,396834156;4,45;1,09051E+12;-7,98791234;8654,997325;4,70959E+11;4,5295E+11;-18009211950;-1,651441062;-25929903442;-2,377766856;39,36488925;1,319031298;125998302;8,82
2020;Moldova;Oceania;26,18;3,765971222;3,82;11531967881;-8,27597832;4376,242493;6384438906;4078300000;-2306138906;-19,99779161;-152090000;-1,318855564;11,1487191;2,996785896;2635130;11,8
2020;Mongolia;Latin America and the Caribbean;32,5;3,796040261;6,59;13312981427;-4,557751973;4041,174145;8934986391;7987063440;-947922951;-7,120290494;-1693148726;-12,71802815;12,46065025;6,55989702;3294335;9,4
2020;Montenegro;Europe;37,8;-0,2556557;17,88;4769995512;-15,30689376;7677,369141;3163404257;1570363658;-1593040599;-33,39710898;-535684832,3;-11,23030055;24,97268907;6,688543741;621306;9,906831683
2020;Morocco;Africa;36,99777778;0,705968661;11,114;1,21348E+11;-7,187079577;3258,10498;48343776258;38322382168;-10021394090;-8,258424204;-959416206,8;-0,790635111;30,79934329;3,192713507;36688772;9,906831683
2020;Mozambique;Africa;36,99777778;3,483935675;3,776;14156864916;-1,198548272;454,0623643;9163722255;4585860459;-4577861796;-32,33669194;-3034562056;-21,43526885;37,81598901;5,758912208;31178239;3,13
2020;Nepal;Asia;36,99777778;5,052366553;13,078;33433659223;-2,369620627;1139,189892;11026919977;2278486766;-8748433210;-26,16654418;-126626337,5;-0,378739092;27,23947011;15,81359711;29348627;9,906831683
2020;Netherlands;Europe;28,03;1,272460378;3,82;9,09793E+11;-3,886083918;52162,57012;8,88865E+11;9,50703E+11;61838174905;6,796946469;-99882356761;-10,97857485;30,50034162;6,688543741;17441500;12,3
2020;New Zealand;Oceania;36,99777778;1,7145617;4,6;2,1257E+11;-0,653921432;41760,59478;57625682495;55676388453;-1949294042;-0,917013719;-3413149095;-1,605660552;53,49823464;2,99419398;5090200;13,2
2020;Nicaragua;Latin America and the Caribbean;36,99777778;3,681813416;5,937;12678162359;-1,766258452;1876,607372;6815600000;5382100000;-1433500000;-11,30684368;-707000000;-5,576517952;39,20540644;2,825052494;6755895;9,906831683
2020;Niger;Latin America and the Caribbean;37,3;2,89819376;0,68;13744174582;3,550227506;564,8219973;3894584254;1482275044;-2412309210;-17,55150297;-345661549,2;-2,514967684;24,97268907;6,688543741;24333639;9,906831683
2020;Nigeria;Africa;35,5;13,24602343;5,999;4,32199E+11;-1,794253082;2074,613928;78647293808;41639047640;-37008246168;-8,56278049;-911945228,6;-0,211001266;24,97268907;6,688543741;208327405;9,906831683
2020;North Macedonia;Oceania;34,16;1,200073489;16,55;12363580535;-6,110886711;5965,450232;9404961032;7352522159;-2052438873;-16,60068349;-172914480,3;-1,398579317;15,49625417;3,557768841;2072531;10,2
2020;Norway;Europe;27,66;1,286584907;4,42;3,67633E+11;-1,278171785;68340,0181;1,39739E+11;1,51735E+11;11996189557;3,263084622;-7125932364;-1,938325516;19,17793495;0,236988459;5379475;12,9
2020;Oman;Asia;36,99777778;-0,903874872;2,94;75909397659;-3,3797144;16707,62301;39981584308;36447240796;-3534343512;-4,656002578;-3585435631;-4,723309289;24,97268907;6,688543741;4543399;10,6
2020;Pakistan;Asia;30,45;9,739993139;6,55;3,00426E+11;-1,274087443;1322,314783;57447944000;27769070000;-29678874000;-9,87894277;-2102000000;-0,699674041;24,97268907;6,688543741;227196741;4,94
2020;Palau;Oceania;36,99777778;0,218181818;8,105730769;251900000;-9,107206884;14016,2475;226571000;85097000;-141474000;-56,162763;-42429000;-16,84358873;8,800300571;12,34296359;17972;9,906831683
2020;Panama;Latin America and the Caribbean;50,02;-1,550275408;14,114;57086836942;-17,66833271;13293,33321;21442022989;21217450817;-224572171,5;-0,393386958;-58175326,88;-0,101906727;30,84176521;3,273752498;4294396;10,5
2020;Papua New Guinea;Oceania;36,99777778;4,871673986;2,694;23848442440;-3,167381176;2446,084413;6117800252;9265618988;3147818735;13,1992634;883766223,2;3,705760766;46,8738194;6,287455478;9749640;9,906831683
2020;Paraguay;Latin America and the Caribbean;46,53;1,767515924;7,55;35432177936;-0,819785391;5353,348045;12298179981;12466682162;168502181;0,475562584;-119602736,8;-0,337554008;15,02643806;5,03281414;6618695;8,63
2020;Peru;Latin America and the Caribbean;43,02;2,002412058;7,18;2,01948E+11;-10,86964078;6063,62658;50484222545;47539814863;-2944407682;-1,458005754;839950289,6;0,415924861;29,09807688;0,883365598;33304756;9,43
2020;Philippines;Latin America and the Caribbean;43,45;2,393162393;2,52;3,61751E+11;-9,51829474;3224,422811;1,07435E+11;91627234581;-15807476342;-4,369710101;-3260102017;-0,901200192;36,61459783;18,82997575;112190977;8,71
2020;Poland;Europe;30,34;3,374469726;3,16;5,99443E+11;-2,020116215;15816,8204;3,20172E+11;3,31694E+11;11522000000;1,922118393;-14144000000;-2,35952461;13,20554625;6,688543741;37899070;13,1
2020;Portugal;Europe;34,25;-0,01243833;6,8;2,29032E+11;-8,300516042;22242,40642;1,01486E+11;93986174491;-7500195875;-3,274739094;-5734970610;-2,504005599;23,60506427;6,688543741;10297081;9,23
2020;Qatar;Asia;36,99777778;-2,54031503;0,14;1,44411E+11;-3,640449805;52315,66008;72587087912;81411263736;8824175824;6,110444234;5164010989;3,575903495;24,97268907;6,688543741;2760385;9,7
2020;Romania;Europe;35,25;2,631073112;5,03;2,51363E+11;-3,677510791;13047,45768;1,14548E+11;99783897668;-14764332261;-5,873720328;-3403789383;-1,35413553;14,6327691;0,016093187;19265250;11,1
2020;Russian Federation;Europe;37,15;3,381659372;5,59;1,49308E+12;-2,653654501;10194,44141;3,84628E+11;4,26276E+11;41648450000;2,789439596;-3631810000;-0,243243497;2,089466918;4,940360596;144073139;9,906831683
